Anz,Beschreibung,Fabrikat/Bez.,Pos.Nr.,Produkt,Typ,Typ 1,Typ 2,Nennweite,Typ/Material,Anlagenbezeichnung,LV-Nummer,Medium,Bestell-NR.,AKS-Nr.,LWA [db(A)],a/b,b/h,l,c,d,d1,d2,h,h1,h2,h3,k1,k3,t,x,y,alpha,Vol(m³/h),dP(Pa),Klappenart,Unnamed: 36,Unnamed: 37,Verbaut
1,AB,01O3ZU0007,300,600,-,100,30,-,30,-,-,500,500,-,-,-,-,-,120,-,-,-,-,-,90,-,V20,V20,V20,-,-,2.65,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.42,0.8,0,0
1,BA,-,250,450,-,500,30,-,30,-,-,-,-,-,-,-,-,-,120,-,-,-,-,-,90,-,V20,V20,-,-,-,1.55,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.88,0.6,0,0
1,BA,-,250,450,-,500,30,-,30,-,-,-,-,-,-,-,-,-,120,-,-,-,-,-,90,-,V30,V20,-,-,-,1.55,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.88,0.6,0,0
1,BA,-,800,800,-,450,30,-,30,-,-,-,-,-,-,-,-,-,120,-,-,-,-,-,90,-,V20,V20,-,-,-,4.82,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",5.34,0.8,0,0
1,BA,01O3AB0001,801,200,-,300,30,-,30,-,2.12.70,-,-,-,-,-,-,-,120,-,-,-,-,-,90,-,V30,V20,-,-,-,1.58,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.87,0.8,0,0
1,BA,01O3AU0001,654,500,-,450,30,-,30,-,2.12.70,-,-,-,-,-,-,-,120,-,-,-,-,-,90,-,V30,V20,-,-,-,2.39,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.75,0.8,0,0
1,BA,01O3AU0013,450,600,-,800,50,-,50,-,2.12.70,-,-,-,-,-,-,-,0,-,-,-,-,-,90,-,V20,V20,-,-,-,3.39,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",3.85,0.8,0,0
1,BA,01O3FO0001,654,200,-,250,30,-,30,-,2.12.70,-,-,-,-,-,-,-,120,-,-,-,-,-,90,-,V30,V20,-,-,-,1.16,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.41,0.8,0,0
1,BA,01O3FO0021,500,250,-,600,50,-,50,-,2.12.70,-,-,-,-,-,-,-,0,-,-,-,-,-,90,-,V20,V20,-,-,-,2.29,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.66,0.8,0,0
1,BA,01O3ZU0001,801,500,-,600,30,-,30,-,2.12.70,-,-,-,-,-,-,-,120,-,-,-,-,-,90,-,V30,V20,-,-,-,3.34,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",3.77,0.8,0,0
1,BA,01O3ZU0025,600,250,-,500,30,-,30,-,2.12.70,-,-,-,-,-,-,-,120,-,-,-,-,-,90,-,V20,V20,-,-,-,2.27,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.64,0.8,0,0
1,BA,01O3ZU0026,500,600,-,250,50,-,50,-,2.12.70,-,-,-,-,-,-,-,0,-,-,-,-,-,90,-,V20,V20,-,-,-,2.29,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.66,0.8,0,0
1,BA,02O3AB0001,840,1413,-,900,30,-,30,-,-,-,-,-,-,-,-,-,120,-,-,-,-,-,90,-,V30,V20,-,-,-,11.12,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",11.94,1.0,0,0
1,BA,02O3AB0011,400,400,-,500,30,-,30,-,-,-,-,-,-,-,-,-,120,-,-,-,-,-,90,-,V30,V20,-,-,-,1.86,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.21,0.6,0,0
1,BA,02O3AB0021,400,450,-,500,30,-,30,-,-,-,-,-,-,-,-,-,120,-,-,-,-,-,90,-,V20,V20,-,-,-,1.86,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.21,0.6,0,0
1,BA,02O3AB0035,450,400,-,450,50,-,50,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,45,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,BA,02O3AB0039,450,400,-,450,30,-,30,-,-,-,-,-,-,-,-,-,120,-,-,-,-,-,90,-,V20,V20,-,-,-,1.72,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.05,0.6,0,0
1,BA,02O3AB0054,500,600,-,500,30,-,30,-,-,-,-,-,-,-,-,-,120,-,-,-,-,-,90,-,V30,V20,-,-,-,2.62,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",3.02,0.8,0,0
1,BA,02O3AU0001,1266,840,-,500,30,-,30,-,-,-,-,-,-,-,-,-,120,-,-,-,-,-,90,-,V30,V30,-,-,-,6.6,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",7.19,1.0,0,0
1,BA,02O3ENT0001,900,840,-,800,50,-,50,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,90,-,V30,V20,-,-,-,4.94,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",5.46,0.8,0,0
1,BA,02O3ENT0003,800,900,-,450,30,-,30,-,-,-,-,-,-,-,-,-,120,-,-,-,-,-,90,-,V20,V20,-,-,-,5.65,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",6.22,0.8,0,0
1,BA,02O3ENT0009,800,600,-,450,30,-,30,-,-,-,-,-,-,-,-,-,120,-,-,-,-,-,90,-,V20,V20,-,-,-,3.33,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",3.76,0.8,0,0
1,BA,02O3FO0001,1266,840,-,500,30,-,30,-,-,-,-,-,-,-,-,-,120,-,-,-,-,-,90,-,V30,V30,-,-,-,6.6,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",7.19,1.0,0,0
1,BA,02O3ZU0001a,1413,800,-,840,50,-,50,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,45,-,V30,V30,-,-,-,3.42,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",3.72,1.0,0,0
1,BA,02O3ZU0003,800,613,-,450,30,-,30,-,-,-,-,-,-,-,-,-,120,-,-,-,-,-,90,-,V20,V20,-,-,-,3.42,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",3.86,0.8,0,0
1,BA,02O3ZU0009,800,450,-,400,30,-,30,-,-,-,-,-,-,-,-,-,120,-,-,-,-,-,90,-,V20,V20,-,-,-,2.39,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.75,0.8,0,0
1,BA,02O3ZU0022,400,400,-,500,50,-,50,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,90,-,V30,V20,-,-,-,1.59,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.9,0.6,0,0
1,BA,02O3ZU0032,400,450,-,500,50,-,50,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,90,-,V20,V20,-,-,-,1.59,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.9,0.6,0,0
1,BA,02O3ZU0040,500,800,-,450,30,-,30,-,-,-,-,-,-,-,-,-,120,-,-,-,-,-,90,-,V20,V20,-,-,-,3.91,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",4.41,0.8,0,0
1,BA,02O3ZU0060,400,800,-,450,30,-,30,-,-,-,-,-,-,-,-,-,120,-,-,-,-,-,90,-,V20,V20,-,-,-,3.61,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",4.1,0.8,0,0
1,BA,03O3AB0021,250,450,-,500,30,-,30,-,-,-,-,-,-,-,-,-,120,-,-,-,-,-,90,-,V20,V20,-,-,-,1.55,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.88,0.6,0,0
1,BA,03O3AU0008,800,900,-,600,50,-,50,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,90,-,V30,V20,-,-,-,5.15,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",5.68,0.8,0,0
1,BA,03O3FO0008,600,1200,-,600,50,-,50,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,90,-,V30,V20,-,-,-,7.15,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",7.8,1.0,0,0
1,BA,03O3ZU0020,250,450,-,500,30,-,30,-,-,-,-,-,-,-,-,-,120,-,-,-,-,-,90,-,V30,V20,-,-,-,1.55,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.88,0.6,0,0
1,BA,06O3AU0001,1050,700,-,800,50,-,50,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,90,-,V30,V30,-,-,-,5.02,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",5.53,1.0,0,0
1,BA,06O3FO0001,1050,700,-,800,50,-,50,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,90,-,V30,V30,-,-,-,5.02,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",5.53,1.0,0,0
1,BB,02O3AB0004,800,900,-,450,30,-,30,-,-,450,-,-,-,-,-,-,120,-,-,-,-,-,90,90,V20,V20,V20,-,-,4.78,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",5.24,0.8,0,0
2,BO,-,300,800,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,-,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.8,0,0
1,BO,02O3AU0012,700,800,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,-,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.8,0,0
